meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.9886680841445923,1.7886087894439697,0.20005930960178375,0.001,1.9456967115402222,1.7838170528411865,0.16187964379787445,0.00075,1.9282011985778809,1.7800610065460205,0.14814025163650513,0.0002500000000000001,5.535875998196243,5.535875998196243,1.7868376970291138,1.7844332456588745,0.0024044974707067013
20,1.9221001863479614,1.7487038373947144,0.17339634895324707,0.001,1.8816895484924316,1.744839072227478,0.1368504762649536,0.00075,1.8599975109100342,1.7409595251083374,0.11903799325227737,0.0002500000000000001,14.501328698688198,14.501328698688198,1.7469788789749146,1.7448662519454956,0.00211264262907207
30,1.8537858724594116,1.7100374698638916,0.1437484472990036,0.001,1.8259857892990112,1.705788016319275,0.12019778788089752,0.00075,1.8051453828811646,1.7022658586502075,0.10287956148386002,0.0002500000000000001,20.592951115329846,22.177024278047526,1.7078956365585327,1.7061326503753662,0.0017629297217354178
40,1.7825039625167847,1.6711530685424805,0.11135086417198181,0.001,1.755368709564209,1.6670377254486084,0.08833102881908417,0.00075,1.7384370565414429,1.6632846593856812,0.07515234500169754,0.0002500000000000001,37.02329227450308,37.02329227450308,1.668731689453125,1.6672126054763794,0.0015190393896773458
50,1.7451530694961548,1.6334302425384521,0.11172277480363846,0.001,1.7094333171844482,1.629926323890686,0.07950703054666519,0.00075,1.6944727897644043,1.6262505054473877,0.06822222471237183,0.0002500000000000001,36.59278866986758,36.59278866986758,1.6310697793960571,1.6296979188919067,0.0013718211557716131
60,1.6942192316055298,1.5965858697891235,0.09763333946466446,0.001,1.6615924835205078,1.592857003211975,0.06873553991317749,0.00075,1.644925594329834,1.5893186330795288,0.05560696870088577,0.0002500000000000001,48.21424580534276,48.21424580534276,1.5940325260162354,1.5928069353103638,0.001225560437887907
70,1.6466959714889526,1.5603450536727905,0.0863509401679039,0.001,1.61318838596344,1.557234764099121,0.05595364421606064,0.00075,1.5985687971115112,1.5537577867507935,0.04481101781129837,0.0002500000000000001,49.34966053474963,49.34966053474963,1.5579910278320312,1.5568735599517822,0.0011175116524100304
80,1.5987263917922974,1.5254151821136475,0.07331125438213348,0.001,1.5733366012573242,1.5224308967590332,0.05090566724538803,0.00075,1.5591762065887451,1.5187110900878906,0.04046512395143509,0.0002500000000000001,51.97410781355283,51.97410781355283,1.5229634046554565,1.5218894481658936,0.0010739529971033335
90,1.5643678903579712,1.49110746383667,0.07326045632362366,0.001,1.5336105823516846,1.4879041910171509,0.04570639133453369,0.00075,1.5210541486740112,1.4844028949737549,0.036651309579610825,0.0002500000000000001,54.13549347662821,54.13549347662821,1.488523006439209,1.487547755241394,0.0009752325131557882
100,1.525482177734375,1.4569587707519531,0.0685233473777771,0.001,1.4996999502182007,1.4543870687484741,0.045312926173210144,0.00075,1.4884908199310303,1.4513338804244995,0.03715699911117554,0.0002500000000000001,56.869482644630345,56.869482644630345,1.454744577407837,1.45384681224823,0.0008977253455668688
