meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.5163938999176025,1.4248011112213135,0.09159280359745026,0.001,1.490233302116394,1.4223259687423706,0.06790728867053986,0.00075,1.4743282794952393,1.419234275817871,0.055093951523303986,0.0002500000000000001,33.72697517988653,47.736793082870996,1.422838568687439,1.4216601848602295,0.0011784048983827233
20,1.4764294624328613,1.3938798904418945,0.08254954218864441,0.001,1.45051109790802,1.3912261724472046,0.059284936636686325,0.00075,1.4331786632537842,1.3878339529037476,0.045344769954681396,0.0002500000000000001,39.719285827841915,49.77002459161098,1.3915871381759644,1.3904778957366943,0.001109203090891242
30,1.4502382278442383,1.363526701927185,0.08671146631240845,0.001,1.4145910739898682,1.3609930276870728,0.0535980686545372,0.00075,1.4011569023132324,1.3583327531814575,0.04282420873641968,0.0002500000000000001,42.04767878121815,48.597580535733584,1.361625075340271,1.3606014251708984,0.0010236829984933138
40,1.4064654111862183,1.3340636491775513,0.07240179181098938,0.001,1.3791303634643555,1.3323711156845093,0.046759266406297684,0.00075,1.3647749423980713,1.3296711444854736,0.03510376811027527,0.0002500000000000001,44.60375722046554,50.43927997551061,1.3323731422424316,1.3314110040664673,0.0009621846256777644
50,1.3773057460784912,1.305867075920105,0.07143862545490265,0.001,1.3475309610366821,1.30396568775177,0.043565262109041214,0.00075,1.3342208862304688,1.301439881324768,0.03278104215860367,0.0002500000000000001,46.77326135606999,52.55555925356394,1.3041489124298096,1.3032164573669434,0.0009324889397248626
60,1.3545564413070679,1.2793620824813843,0.0751943290233612,0.001,1.3185752630233765,1.2774320840835571,0.041143134236335754,0.00075,1.3051825761795044,1.2751675844192505,0.03001498058438301,0.0002500000000000001,47.37926038117891,52.634698131937604,1.2777537107467651,1.2768580913543701,0.0008956588571891189
70,1.3215842247009277,1.25400972366333,0.06757445633411407,0.001,1.2893248796463013,1.2521984577178955,0.03712644428014755,0.00075,1.2780803442001343,1.2499938011169434,0.028086572885513306,0.0002500000000000001,48.47126520894941,51.839396886843645,1.2523517608642578,1.2514795064926147,0.000872208911459893
80,1.296989917755127,1.2300230264663696,0.06696688383817673,0.001,1.2662997245788574,1.228707194328308,0.03759258985519409,0.00075,1.251976728439331,1.2265526056289673,0.02542414329946041,0.0002500000000000001,51.87208037839169,54.99298939140653,1.228542447090149,1.2277286052703857,0.0008138013072311878
90,1.270666480064392,1.2073882818222046,0.06327823549509048,0.001,1.240044355392456,1.20599365234375,0.03405071794986725,0.00075,1.2278673648834229,1.204046607017517,0.023820754140615463,0.0002500000000000001,52.71649815881499,54.87305138347418,1.2059816122055054,1.2051883935928345,0.0007932533044368029
100,1.2597776651382446,1.1867433786392212,0.07303427904844284,0.001,1.2204444408416748,1.1858144998550415,0.0346299484372139,0.00075,1.2071869373321533,1.183824896812439,0.023361992090940475,0.0002500000000000001,52.358852215771236,54.156566317634805,1.18567955493927,1.1848899126052856,0.000789665849879384
