meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.9806102514266968,1.7876964807510376,0.19291380047798157,0.001,1.9433836936950684,1.783449649810791,0.15993408858776093,0.00075,1.9253185987472534,1.7799841165542603,0.14533446729183197,0.0002500000000000001,6.489664996543208,6.489664996543208,1.7863876819610596,1.784004807472229,0.0023828763514757156
20,1.9366999864578247,1.7503093481063843,0.18639065325260162,0.001,1.8804256916046143,1.7465057373046875,0.13392001390457153,0.00075,1.8609673976898193,1.742789626121521,0.11817781627178192,0.0002500000000000001,5.874457094403233,5.874457094403233,1.7488113641738892,1.7465747594833374,0.00223663542419672
30,1.8653768301010132,1.7131693363189697,0.15220752358436584,0.001,1.8284730911254883,1.709151268005371,0.1193217933177948,0.00075,1.806640386581421,1.705557942390442,0.10108248144388199,0.0002500000000000001,20.616307038499997,20.616307038499997,1.7112568616867065,1.7093778848648071,0.0018789966125041246
40,1.7946070432662964,1.6750669479370117,0.11954007297754288,0.001,1.7652623653411865,1.6709542274475098,0.09430813789367676,0.00075,1.7472790479660034,1.667411208152771,0.07986779510974884,0.0002500000000000001,30.890443033386333,30.890443033386333,1.6728895902633667,1.671220302581787,0.0016692752251401544
50,1.7368443012237549,1.6366380453109741,0.10020622611045837,0.001,1.7087916135787964,1.6326820850372314,0.07610955834388733,0.00075,1.6957247257232666,1.6291453838348389,0.06657935678958893,0.0002500000000000001,38.266894630161964,38.266894630161964,1.6342909336090088,1.6328967809677124,0.001394197577610612
60,1.6894433498382568,1.5986549854278564,0.0907883495092392,0.001,1.662507176399231,1.5949066877365112,0.06760046631097794,0.00075,1.6446629762649536,1.5913431644439697,0.05331983044743538,0.0002500000000000001,42.450364854197325,42.450364854197325,1.5961008071899414,1.5948166847229004,0.001284110825508833
70,1.6562788486480713,1.5621716976165771,0.09410715103149414,0.001,1.622588038444519,1.5587371587753296,0.06385087966918945,0.00075,1.6080337762832642,1.5556308031082153,0.05240301042795181,0.0002500000000000001,41.1284294505715,41.1284294505715,1.55983304977417,1.5585732460021973,0.0012598574394360185
80,1.636270523071289,1.526084065437317,0.11018645763397217,0.001,1.5872862339019775,1.522947907447815,0.06433829665184021,0.00075,1.5708154439926147,1.5193248987197876,0.051490508019924164,0.0002500000000000001,47.718425105858145,47.718425105858145,1.5235832929611206,1.522502064704895,0.0010811900720000267
90,1.5596519708633423,1.4908559322357178,0.06879603862762451,0.001,1.5299373865127563,1.487205147743225,0.042732276022434235,0.00075,1.5159471035003662,1.4837828874588013,0.032164186239242554,0.0002500000000000001,51.45986562857797,51.45986562857797,1.488065242767334,1.4870628118515015,0.0010023851646110415
100,1.5352298021316528,1.4558732509613037,0.07935653626918793,0.001,1.4953572750091553,1.4528005123138428,0.042556773871183395,0.00075,1.481281042098999,1.448978304862976,0.03230275958776474,0.0002500000000000001,53.75250616738618,53.75250616738618,1.453234314918518,1.4522780179977417,0.0009562488412484527
