meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.5109102725982666,1.4208896160125732,0.09002067893743515,0.001,1.4805797338485718,1.4180774688720703,0.06250226497650146,0.00075,1.4663825035095215,1.4148714542388916,0.05151110514998436,0.0002500000000000001,36.92535478112015,49.46115001737788,1.418813943862915,1.417650580406189,0.0011634106049314141
20,1.4701645374298096,1.388679027557373,0.08148553967475891,0.001,1.444136381149292,1.386366367340088,0.05776999145746231,0.00075,1.4296119213104248,1.3833755254745483,0.046236418187618256,0.0002500000000000001,43.196899630081006,50.7008071220477,1.386815071105957,1.3857389688491821,0.0010760922450572252
30,1.4494353532791138,1.3581727743148804,0.0912625640630722,0.001,1.412049651145935,1.3562911748886108,0.0557585284113884,0.00075,1.3993476629257202,1.3533930778503418,0.04595460742712021,0.0002500000000000001,44.832228472631705,52.3328747200596,1.3564282655715942,1.3554024696350098,0.001025834702886641
40,1.4138553142547607,1.3295968770980835,0.08425846695899963,0.001,1.379526972770691,1.327370285987854,0.052156705409288406,0.00075,1.365687370300293,1.3248132467269897,0.040874142199754715,0.0002500000000000001,44.194767632960556,51.072400168484236,1.32759428024292,1.3266310691833496,0.0009632704313844442
50,1.3802028894424438,1.3025728464126587,0.07763002812862396,0.001,1.3469899892807007,1.3004279136657715,0.046562038362026215,0.00075,1.3313578367233276,1.2976895570755005,0.03366827964782715,0.0002500000000000001,46.407765945128254,52.51243597870645,1.3007830381393433,1.2998476028442383,0.0009354216745123267
60,1.3455744981765747,1.2766616344451904,0.06891283392906189,0.001,1.3118927478790283,1.2755247354507446,0.0363679938018322,0.00075,1.3019953966140747,1.2729840278625488,0.029011378064751625,0.0002500000000000001,50.37827072802617,53.919715053129316,1.2752256393432617,1.2743419408798218,0.0008836407214403152
70,1.329215407371521,1.2524560689926147,0.07675935328006744,0.001,1.2907904386520386,1.2506335973739624,0.04015679284930229,0.00075,1.2788515090942383,1.2484415769577026,0.030409906059503555,0.0002500000000000001,47.775434983786944,53.143810679428036,1.2508801221847534,1.249985694885254,0.0008944467408582568
80,1.3043763637542725,1.2296351194381714,0.07474124431610107,0.001,1.2672311067581177,1.227662444114685,0.03956867754459381,0.00075,1.2552669048309326,1.225857138633728,0.029409822076559067,0.0002500000000000001,51.836598162891164,55.61195176779916,1.2279938459396362,1.2271449565887451,0.0008488863240927458
90,1.2698042392730713,1.208092451095581,0.06171175464987755,0.001,1.240944266319275,1.207461953163147,0.03348226100206375,0.00075,1.228411316871643,1.205065131187439,0.02334614098072052,0.0002500000000000001,49.871198368870395,54.88925262314339,1.2068690061569214,1.2060199975967407,0.0008490093750879169
100,1.2566559314727783,1.1883659362792969,0.06829001009464264,0.001,1.2241466045379639,1.1871061325073242,0.037040531635284424,0.00075,1.2128673791885376,1.1852906942367554,0.027576632797718048,0.0002500000000000001,51.551029910742386,55.553243711807,1.186922311782837,1.1861183643341064,0.0008039941312745214
