meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.978885531425476,1.788591742515564,0.1902938038110733,0.001,1.9402273893356323,1.7836647033691406,0.1565626561641693,0.00075,1.9223841428756714,1.779816746711731,0.14256739616394043,0.0002500000000000001,6.106799466317554,6.106799466317554,1.786533236503601,1.7844003438949585,0.002132916357368231
20,1.920405626296997,1.7482590675354004,0.1721465289592743,0.001,1.8765984773635864,1.7438750267028809,0.13272343575954437,0.00075,1.8667985200881958,1.740193486213684,0.12660503387451172,0.0002500000000000001,9.36660319473013,9.36660319473013,1.7462952136993408,1.7443008422851562,0.0019943753723055124
30,1.8559417724609375,1.7095099687576294,0.1464318484067917,0.001,1.8221278190612793,1.7055346965789795,0.11659317463636398,0.00075,1.8020315170288086,1.7018400430679321,0.10019148886203766,0.0002500000000000001,16.51001481913624,16.51001481913624,1.7073854207992554,1.7056124210357666,0.0017730201361700892
40,1.7909024953842163,1.670570969581604,0.12033149600028992,0.001,1.7638057470321655,1.6666167974472046,0.09718890488147736,0.00075,1.742852807044983,1.6629939079284668,0.07985895127058029,0.0002500000000000001,25.038172162928536,25.038172162928536,1.6682469844818115,1.666765570640564,0.0014813821762800217
50,1.737492322921753,1.6333013772964478,0.10419099032878876,0.001,1.7129210233688354,1.6297358274459839,0.08318518847227097,0.00075,1.6922310590744019,1.626226782798767,0.06600432097911835,0.0002500000000000001,37.83195305887838,37.83195305887838,1.6309219598770142,1.6296346187591553,0.0012873922241851687
60,1.6961143016815186,1.5967729091644287,0.09934135526418686,0.001,1.657452940940857,1.5929949283599854,0.0644579604268074,0.00075,1.6447951793670654,1.5894626379013062,0.055332593619823456,0.0002500000000000001,41.2073081353751,41.2073081353751,1.5942115783691406,1.5930116176605225,0.0011999784037470818
70,1.644209861755371,1.5590908527374268,0.08511896431446075,0.001,1.609985589981079,1.555795431137085,0.05419010668992996,0.00075,1.595415711402893,1.5523022413253784,0.043113477528095245,0.0002500000000000001,48.78964893813665,48.78964893813665,1.5564570426940918,1.555405855178833,0.0010512087028473616
80,1.605223298072815,1.5223796367645264,0.0828436091542244,0.001,1.569236159324646,1.5189257860183716,0.05031036585569382,0.00075,1.5583781003952026,1.5157321691513062,0.04264596477150917,0.0002500000000000001,52.53199868390006,52.53199868390006,1.51981782913208,1.5188595056533813,0.0009583364007994533
90,1.5622868537902832,1.487291932106018,0.07499494403600693,0.001,1.5269540548324585,1.4839657545089722,0.04298833757638931,0.00075,1.5152438879013062,1.4805158376693726,0.034728042781353,0.0002500000000000001,51.170522650024765,51.170522650024765,1.4846735000610352,1.4837112426757812,0.000962297897785902
100,1.5299620628356934,1.4533599615097046,0.07660205662250519,0.001,1.4928404092788696,1.4504021406173706,0.04243823513388634,0.00075,1.4807119369506836,1.4471672773361206,0.03354468196630478,0.0002500000000000001,53.00568233664721,53.00568233664721,1.4508377313613892,1.4499688148498535,0.000868950504809618
