train_test_split_ratio,num_classes,dropout,input_dim,max_input_tokens_length,positional_embedding_dim,bilstm_hidden_dim,bilstm_layers,lstm_embedding_dim,projection_embedding_dim,temp,prototype_train_learning_rate,prototype_train_epochs,prototype_train_patience,prototype_num_per_class,shot_sample_number,meta_learning_rate,task_learning_rate,meta_epochs,task_epochs,adapt_patience,batch_size,prototype_loss_weight,input_embedding_mode,ffn_hidden_layers,ffn_hidden_dims,total_f1_score_percent,mdbi,f1_score_Activity_percent,f1_score_Anatomical Structure_percent,f1_score_Behavior_percent,f1_score_Conceptual Entity_percent,f1_score_Finding_percent,f1_score_Group_percent,f1_score_Idea or Concept_percent,f1_score_Injury or Poisoning_percent,f1_score_Intellectual Product_percent,f1_score_Manufactured Object_percent,f1_score_Natural Phenomenon or Process_percent,f1_score_Occupation or Discipline_percent,f1_score_Occupational Activity_percent,f1_score_Organism_percent,f1_score_Organism Attribute_percent,f1_score_Organization_percent,f1_score_Phenomenon or Process_percent,f1_score_Substance_percent,f1_score_UnknownType_percent
0.3,19,0.5,300,300,200,1024,1,512,50,0.1,0.2,1000,5,10,5,0.4,0.001,400,5,100,256,1.0,fasttext,1,1024,56.65770303018017,2.037833512203535,3.7615046018407363,4.831288343558282,4.924242424242424,3.702124029685234,2.2865382634668863,6.057298772169168,1.8268812527185734,5.815508021390374,3.4139402560455197,4.048582995951417,2.25416192741185,4.2977265649330425,3.0209212871751574,6.594885598923285,4.078342870959942,6.180344478216819,3.860793909733551,4.316693944353519,4.397456523404581
