train_test_split_ratio,num_classes,dropout,input_dim,max_input_tokens_length,positional_embedding_dim,bilstm_hidden_dim,bilstm_layers,lstm_embedding_dim,projection_embedding_dim,temp,prototype_train_learning_rate,prototype_train_epochs,prototype_train_patience,prototype_num_per_class,shot_sample_number,meta_learning_rate,task_learning_rate,meta_epochs,task_epochs,adapt_patience,batch_size,prototype_loss_weight,input_embedding_mode,ffn_hidden_layers,ffn_hidden_dims,total_f1_score_percent,mdbi,f1_score_Activity_percent,f1_score_Anatomical Structure_percent,f1_score_Behavior_percent,f1_score_Conceptual Entity_percent,f1_score_Finding_percent,f1_score_Group_percent,f1_score_Idea or Concept_percent,f1_score_Injury or Poisoning_percent,f1_score_Intellectual Product_percent,f1_score_Manufactured Object_percent,f1_score_Natural Phenomenon or Process_percent,f1_score_Occupation or Discipline_percent,f1_score_Occupational Activity_percent,f1_score_Organism_percent,f1_score_Organism Attribute_percent,f1_score_Organization_percent,f1_score_Phenomenon or Process_percent,f1_score_Substance_percent,f1_score_UnknownType_percent
0.3,19,0.5,300,300,200,1024,1,512,50,0.1,0.2,1000,5,1,5,0.4,0.001,400,5,100,256,1.0,fasttext,1,1024,49.12577982699802,1.542962630851852,3.0342760816632333,4.904819070485337,5.114475627769571,3.203661327231121,1.2724117987275883,5.193075898801598,1.2109920819748485,6.327099084759251,1.8804711985302065,2.3186621524571662,1.8804711985302065,3.425934143960238,3.449800973020787,6.1358524516419255,2.8428736073761045,7.4074074074074066,4.623761492457377,5.315093070195111,4.603871807385716
