train_test_split_ratio,num_classes,dropout,input_dim,max_input_tokens_length,positional_embedding_dim,bilstm_hidden_dim,bilstm_layers,lstm_embedding_dim,projection_embedding_dim,temp,prototype_train_learning_rate,prototype_train_epochs,prototype_train_patience,prototype_num_per_class,shot_sample_number,meta_learning_rate,task_learning_rate,meta_epochs,task_epochs,adapt_patience,batch_size,prototype_loss_weight,input_embedding_mode,ffn_hidden_layers,ffn_hidden_dims,total_f1_score_percent,mdbi,f1_score_Activity_percent,f1_score_Anatomical Structure_percent,f1_score_Behavior_percent,f1_score_Conceptual Entity_percent,f1_score_Finding_percent,f1_score_Group_percent,f1_score_Idea or Concept_percent,f1_score_Injury or Poisoning_percent,f1_score_Intellectual Product_percent,f1_score_Manufactured Object_percent,f1_score_Natural Phenomenon or Process_percent,f1_score_Occupation or Discipline_percent,f1_score_Occupational Activity_percent,f1_score_Organism_percent,f1_score_Organism Attribute_percent,f1_score_Organization_percent,f1_score_Phenomenon or Process_percent,f1_score_Substance_percent,f1_score_UnknownType_percent
0.3,19,0.5,300,300,200,1024,1,512,50,0.1,0.2,1000,5,10,5,0.4,0.001,400,5,100,256,1.0,fasttext,1,1024,2.6968810165280086,1.98743894495452,4.523375834851245,0.0,2.608695652173913,1.2290739563466835,0.8688783570300158,0.0,1.3761467889908259,1.3468013468013467,1.0903426791277258,0.18001800180018002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
